DY
116
8
energy;maximun;disimilarity;contrast;homogeneity;correlation;entropy;mean
dataset\TRAIN_TEST_Data\Class0\Image_0_51.tif;1;1;0;0;0.015625;0;1;0.015625;0
dataset\TRAIN_TEST_Data\Class0\Image_0_52.tif;1;1;0;0;0.015625;0;1;0.015625;0
dataset\TRAIN_TEST_Data\Class0\Image_0_53.tif;1;1;0;0;0.015625;0;1;0.015625;0
dataset\TRAIN_TEST_Data\Class0\Image_0_54.tif;1;1;0;0;0.015625;0;1;0.015625;0
dataset\TRAIN_TEST_Data\Class0\Image_0_55.tif;1;1;0;0;0.015625;0;1;0.015625;0
dataset\TRAIN_TEST_Data\Class0\Image_0_56.tif;1;1;0;0;0.015625;0;1;0.015625;0
dataset\TRAIN_TEST_Data\Class0\Image_0_57.tif;1;1;0;0;0.015625;0;1;0.015625;0
dataset\TRAIN_TEST_Data\Class0\Image_0_58.tif;1;1;0;0;0.015625;0;1;0.015625;0
dataset\TRAIN_TEST_Data\Class1\Image_1_01.tif;1;1;0;0;0.015625;0;1;0.015625;1
dataset\TRAIN_TEST_Data\Class1\Image_1_02.tif;1;1;0;0;0.015625;0;1;0.015625;1
dataset\TRAIN_TEST_Data\Class1\Image_1_03.tif;1;1;0;0;0.015625;0;1;0.015625;1
dataset\TRAIN_TEST_Data\Class1\Image_1_04.tif;1;1;0;0;0.015625;0;1;0.015625;1
dataset\TRAIN_TEST_Data\Class1\Image_1_05.tif;1;1;0;0;0.015625;0;1;0.015625;1
dataset\TRAIN_TEST_Data\Class1\Image_1_06.tif;1;1;0;0;0.015625;0;1;0.015625;1
dataset\TRAIN_TEST_Data\Class1\Image_1_07.tif;1;1;0;0;0.015625;0;1;0.015625;1
dataset\TRAIN_TEST_Data\Class1\Image_1_08.tif;1;1;0;0;0.015625;0;1;0.015625;1
dataset\TRAIN_TEST_Data\Class1\Image_1_09.tif;1;1;0;0;0.015625;0;1;0.015625;1
dataset\TRAIN_TEST_Data\Class1\Image_1_10.tif;1;1;0;0;0.015625;0;1;0.015625;1
dataset\TRAIN_TEST_Data\Class1\Image_1_11.tif;1;1;0;0;0.015625;0;1;0.015625;1
dataset\TRAIN_TEST_Data\Class1\Image_1_12.tif;1;1;0;0;0.015625;0;1;0.015625;1
dataset\TRAIN_TEST_Data\Class1\Image_1_13.tif;1;1;0;0;0.015625;0;1;0.015625;1
dataset\TRAIN_TEST_Data\Class1\Image_1_14.tif;1;1;0;0;0.015625;0;1;0.015625;1
dataset\TRAIN_TEST_Data\Class1\Image_1_15.tif;1;1;0;0;0.015625;0;1;0.015625;1
dataset\TRAIN_TEST_Data\Class1\Image_1_16.tif;1;1;0;0;0.015625;0;1;0.015625;1
dataset\TRAIN_TEST_Data\Class1\Image_1_17.tif;1;1;0;0;0.015625;0;1;0.015625;1
dataset\TRAIN_TEST_Data\Class1\Image_1_18.tif;1;1;0;0;0.015625;0;1;0.015625;1
dataset\TRAIN_TEST_Data\Class1\Image_1_19.tif;1;1;0;0;0.015625;0;1;0.015625;1
dataset\TRAIN_TEST_Data\Class1\Image_1_20.tif;1;1;0;0;0.015625;0;1;0.015625;1
dataset\TRAIN_TEST_Data\Class1\Image_1_21.tif;1;1;0;0;0.015625;0;1;0.015625;1
dataset\TRAIN_TEST_Data\Class1\Image_1_22.tif;1;1;0;0;0.015625;0;1;0.015625;1
dataset\TRAIN_TEST_Data\Class1\Image_1_23.tif;1;1;0;0;0.015625;0;1;0.015625;1
dataset\TRAIN_TEST_Data\Class1\Image_1_24.tif;1;1;0;0;0.015625;0;1;0.015625;1
dataset\TRAIN_TEST_Data\Class1\Image_1_25.tif;1;1;0;0;0.015625;0;1;0.015625;1
dataset\TRAIN_TEST_Data\Class1\Image_1_26.tif;1;1;0;0;0.015625;0;1;0.015625;1
dataset\TRAIN_TEST_Data\Class1\Image_1_27.tif;1;1;0;0;0.015625;0;1;0.015625;1
dataset\TRAIN_TEST_Data\Class1\Image_1_28.tif;1;1;0;0;0.015625;0;1;0.015625;1
dataset\TRAIN_TEST_Data\Class1\Image_1_29.tif;1;1;0;0;0.015625;0;1;0.015625;1
dataset\TRAIN_TEST_Data\Class1\Image_1_30.tif;1;1;0;0;0.015625;0;1;0.015625;1
dataset\TRAIN_TEST_Data\Class1\Image_1_31.tif;1;1;0;0;0.015625;0;1;0.015625;1
dataset\TRAIN_TEST_Data\Class1\Image_1_32.tif;1;1;0;0;0.015625;0;1;0.015625;1
dataset\TRAIN_TEST_Data\Class1\Image_1_33.tif;1;1;0;0;0.015625;0;1;0.015625;1
dataset\TRAIN_TEST_Data\Class1\Image_1_34.tif;1;1;0;0;0.015625;0;1;0.015625;1
dataset\TRAIN_TEST_Data\Class1\Image_1_35.tif;1;1;0;0;0.015625;0;1;0.015625;1
dataset\TRAIN_TEST_Data\Class1\Image_1_36.tif;1;1;0;0;0.015625;0;1;0.015625;1
dataset\TRAIN_TEST_Data\Class1\Image_1_37.tif;1;1;0;0;0.015625;0;1;0.015625;1
dataset\TRAIN_TEST_Data\Class1\Image_1_38.tif;1;1;0;0;0.015625;0;1;0.015625;1
dataset\TRAIN_TEST_Data\Class1\Image_1_39.tif;1;1;0;0;0.015625;0;1;0.015625;1
dataset\TRAIN_TEST_Data\Class1\Image_1_40.tif;1;1;0;0;0.015625;0;1;0.015625;1
dataset\TRAIN_TEST_Data\Class1\Image_1_41.tif;1;1;0;0;0.015625;0;1;0.015625;1
dataset\TRAIN_TEST_Data\Class1\Image_1_42.tif;1;1;0;0;0.015625;0;1;0.015625;1
dataset\TRAIN_TEST_Data\Class1\Image_1_43.tif;1;1;0;0;0.015625;0;1;0.015625;1
dataset\TRAIN_TEST_Data\Class1\Image_1_44.tif;1;1;0;0;0.015625;0;1;0.015625;1
dataset\TRAIN_TEST_Data\Class1\Image_1_45.tif;1;1;0;0;0.015625;0;1;0.015625;1
dataset\TRAIN_TEST_Data\Class1\Image_1_46.tif;1;1;0;0;0.015625;0;1;0.015625;1
dataset\TRAIN_TEST_Data\Class1\Image_1_47.tif;1;1;0;0;0.015625;0;1;0.015625;1
dataset\TRAIN_TEST_Data\Class1\Image_1_48.tif;1;1;0;0;0.015625;0;1;0.015625;1
