148200		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		

147810		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		

144400		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		

144020		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		

151321		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		

148200		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		

147810		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		

144400		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		

144020		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		

151321		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		

148200		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		

147810		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		

144400		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		

144020		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		

151321		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		

148200		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		

147810		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		

144400		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		

144020		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		

151321		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		

148200		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		

147810		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		

144400		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		

144020		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		

151321		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		

148200		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		
